left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
76.0	77.0	Dalc	0.625	1.0	NA	71	78
0.0	0.0	NA	0.0	-1.0	fail	72	78
0.0	0.0	NA	0.0	-1.0	pass	73	78
0.0	0.0	NA	0.0	-1.0	pass	74	78
78.0	79.0	romantic	1.0	1.0	NA	75	78
0.0	0.0	NA	0.0	-1.0	pass	76	78
80.0	81.0	studytime	0.16666666666666666	1.0	NA	77	78
0.0	0.0	NA	0.0	-1.0	pass	78	78
0.0	0.0	NA	0.0	-1.0	fail	79	78
0.0	0.0	NA	0.0	-1.0	pass	80	78
0.0	0.0	NA	0.0	-1.0	fail	81	78
2.0	3.0	G2	0.5	1.0	NA	1	79
4.0	5.0	Fjob	4.0	1.0	NA	2	79
6.0	7.0	Mjob	15.0	1.0	NA	3	79
8.0	9.0	G1	0.28125	1.0	NA	4	79
10.0	11.0	G1	0.46875	1.0	NA	5	79
12.0	13.0	G1	0.40625	1.0	NA	6	79
14.0	15.0	goout	0.875	1.0	NA	7	79
0.0	0.0	NA	0.0	-1.0	fail	8	79
16.0	17.0	absences	0.013333333333333334	1.0	NA	9	79
18.0	19.0	Fedu	0.875	1.0	NA	10	79
20.0	21.0	absences	0.22000000000000003	1.0	NA	11	79
22.0	23.0	activities	1.0	1.0	NA	12	79
0.0	0.0	NA	0.0	-1.0	pass	13	79
24.0	25.0	traveltime	0.16666666666666666	1.0	NA	14	79
26.0	27.0	G2	0.7368421052631579	1.0	NA	15	79
28.0	29.0	Dalc	0.125	1.0	NA	16	79
30.0	31.0	absences	0.14666666666666667	1.0	NA	17	79
32.0	33.0	health	0.125	1.0	NA	18	79
0.0	0.0	NA	0.0	-1.0	fail	19	79
0.0	0.0	NA	0.0	-1.0	fail	20	79
0.0	0.0	NA	0.0	-1.0	pass	21	79
0.0	0.0	NA	0.0	-1.0	pass	22	79
34.0	35.0	famrel	0.625	1.0	NA	23	79
36.0	37.0	Fjob	8.0	1.0	NA	24	79
0.0	0.0	NA	0.0	-1.0	pass	25	79
0.0	0.0	NA	0.0	-1.0	fail	26	79
0.0	0.0	NA	0.0	-1.0	pass	27	79
0.0	0.0	NA	0.0	-1.0	fail	28	79
0.0	0.0	NA	0.0	-1.0	pass	29	79
38.0	39.0	famsize	1.0	1.0	NA	30	79
0.0	0.0	NA	0.0	-1.0	fail	31	79
40.0	41.0	age	0.5	1.0	NA	32	79
42.0	43.0	Medu	0.625	1.0	NA	33	79
0.0	0.0	NA	0.0	-1.0	pass	34	79
44.0	45.0	Dalc	0.125	1.0	NA	35	79
46.0	47.0	reason	1.0	1.0	NA	36	79
0.0	0.0	NA	0.0	-1.0	pass	37	79
48.0	49.0	Medu	0.875	1.0	NA	38	79
50.0	51.0	famrel	0.625	1.0	NA	39	79
0.0	0.0	NA	0.0	-1.0	pass	40	79
0.0	0.0	NA	0.0	-1.0	fail	41	79
0.0	0.0	NA	0.0	-1.0	fail	42	79
52.0	53.0	Dalc	0.375	1.0	NA	43	79
54.0	55.0	health	0.625	1.0	NA	44	79
0.0	0.0	NA	0.0	-1.0	pass	45	79
0.0	0.0	NA	0.0	-1.0	pass	46	79
0.0	0.0	NA	0.0	-1.0	fail	47	79
56.0	57.0	freetime	0.375	1.0	NA	48	79
0.0	0.0	NA	0.0	-1.0	fail	49	79
0.0	0.0	NA	0.0	-1.0	pass	50	79
0.0	0.0	NA	0.0	-1.0	fail	51	79
0.0	0.0	NA	0.0	-1.0	fail	52	79
58.0	59.0	goout	0.375	1.0	NA	53	79
0.0	0.0	NA	0.0	-1.0	pass	54	79
0.0	0.0	NA	0.0	-1.0	fail	55	79
60.0	61.0	G1	0.40625	1.0	NA	56	79
0.0	0.0	NA	0.0	-1.0	pass	57	79
0.0	0.0	NA	0.0	-1.0	pass	58	79
0.0	0.0	NA	0.0	-1.0	fail	59	79
0.0	0.0	NA	0.0	-1.0	pass	60	79
0.0	0.0	NA	0.0	-1.0	fail	61	79
2.0	3.0	health	0.125	1.0	NA	1	80
4.0	5.0	Fjob	15.0	1.0	NA	2	80
6.0	7.0	Fjob	12.0	1.0	NA	3	80
8.0	9.0	absences	0.24	1.0	NA	4	80
10.0	11.0	goout	0.5	1.0	NA	5	80
12.0	13.0	famrel	0.625	1.0	NA	6	80
14.0	15.0	G1	0.46875	1.0	NA	7	80
16.0	17.0	reason	1.0	1.0	NA	8	80
18.0	19.0	goout	0.375	1.0	NA	9	80
0.0	0.0	NA	0.0	-1.0	pass	10	80
0.0	0.0	NA	0.0	-1.0	fail	11	80
20.0	21.0	G1	0.40625	1.0	NA	12	80
22.0	23.0	absences	0.006666666666666667	1.0	NA	13	80
24.0	25.0	studytime	0.8333333333333333	1.0	NA	14	80
26.0	27.0	absences	0.17333333333333334	1.0	NA	15	80
28.0	29.0	address	1.0	1.0	NA	16	80
0.0	0.0	NA	0.0	-1.0	pass	17	80
0.0	0.0	NA	0.0	-1.0	pass	18	80
0.0	0.0	NA	0.0	-1.0	fail	19	80
30.0	31.0	absences	0.31333333333333335	1.0	NA	20	80
32.0	33.0	reason	2.0	1.0	NA	21	80
34.0	35.0	G2	0.5	1.0	NA	22	80
36.0	37.0	freetime	0.625	1.0	NA	23	80
38.0	39.0	Walc	0.875	1.0	NA	24	80
0.0	0.0	NA	0.0	-1.0	pass	25	80
40.0	41.0	Dalc	0.125	1.0	NA	26	80
0.0	0.0	NA	0.0	-1.0	fail	27	80
0.0	0.0	NA	0.0	-1.0	fail	28	80
0.0	0.0	NA	0.0	-1.0	pass	29	80
42.0	43.0	failures	0.16666666666666666	1.0	NA	30	80
0.0	0.0	NA	0.0	-1.0	pass	31	80
44.0	45.0	Medu	0.625	1.0	NA	32	80
46.0	47.0	activities	1.0	1.0	NA	33	80
48.0	49.0	Pstatus	1.0	1.0	NA	34	80
50.0	51.0	traveltime	0.16666666666666666	1.0	NA	35	80
52.0	53.0	Mjob	11.0	1.0	NA	36	80
54.0	55.0	G1	0.28125	1.0	NA	37	80
56.0	57.0	freetime	0.875	1.0	NA	38	80
0.0	0.0	NA	0.0	-1.0	pass	39	80
0.0	0.0	NA	0.0	-1.0	pass	40	80
58.0	59.0	failures	0.3333333333333333	1.0	NA	41	80
60.0	61.0	address	1.0	1.0	NA	42	80
0.0	0.0	NA	0.0	-1.0	fail	43	80
0.0	0.0	NA	0.0	-1.0	pass	44	80
0.0	0.0	NA	0.0	-1.0	fail	45	80
0.0	0.0	NA	0.0	-1.0	pass	46	80
62.0	63.0	Walc	0.125	1.0	NA	47	80
64.0	65.0	G1	0.1875	1.0	NA	48	80
0.0	0.0	NA	0.0	-1.0	fail	49	80
66.0	67.0	Mjob	15.0	1.0	NA	50	80
0.0	0.0	NA	0.0	-1.0	pass	51	80
68.0	69.0	Walc	0.125	1.0	NA	52	80
70.0	71.0	G2	0.4473684210526315	1.0	NA	53	80
0.0	0.0	NA	0.0	-1.0	fail	54	80
72.0	73.0	Medu	0.875	1.0	NA	55	80
0.0	0.0	NA	0.0	-1.0	fail	56	80
0.0	0.0	NA	0.0	-1.0	pass	57	80
0.0	0.0	NA	0.0	-1.0	pass	58	80
0.0	0.0	NA	0.0	-1.0	fail	59	80
74.0	75.0	freetime	0.25	1.0	NA	60	80
76.0	77.0	schoolsup	1.0	1.0	NA	61	80
78.0	79.0	famsize	1.0	1.0	NA	62	80
80.0	81.0	G2	0.5	1.0	NA	63	80
0.0	0.0	NA	0.0	-1.0	fail	64	80
0.0	0.0	NA	0.0	-1.0	pass	65	80
0.0	0.0	NA	0.0	-1.0	pass	66	80
82.0	83.0	paid	1.0	1.0	NA	67	80
84.0	85.0	age	0.07142857142857142	1.0	NA	68	80
0.0	0.0	NA	0.0	-1.0	pass	69	80
0.0	0.0	NA	0.0	-1.0	fail	70	80
86.0	87.0	Fjob	4.0	1.0	NA	71	80
88.0	89.0	G1	0.40625	1.0	NA	72	80
90.0	91.0	sex	1.0	1.0	NA	73	80
0.0	0.0	NA	0.0	-1.0	pass	74	80
0.0	0.0	NA	0.0	-1.0	fail	75	80
0.0	0.0	NA	0.0	-1.0	fail	76	80
92.0	93.0	studytime	0.16666666666666666	1.0	NA	77	80
0.0	0.0	NA	0.0	-1.0	pass	78	80
0.0	0.0	NA	0.0	-1.0	fail	79	80
0.0	0.0	NA	0.0	-1.0	fail	80	80
0.0	0.0	NA	0.0	-1.0	pass	81	80
0.0	0.0	NA	0.0	-1.0	fail	82	80
94.0	95.0	studytime	0.5	1.0	NA	83	80
96.0	97.0	famrel	0.875	1.0	NA	84	80
0.0	0.0	NA	0.0	-1.0	pass	85	80
0.0	0.0	NA	0.0	-1.0	pass	86	80
98.0	99.0	studytime	0.5	1.0	NA	87	80
100.0	101.0	age	0.07142857142857142	1.0	NA	88	80
0.0	0.0	NA	0.0	-1.0	pass	89	80
102.0	103.0	Fjob	4.0	1.0	NA	90	80
104.0	105.0	absences	0.26666666666666666	1.0	NA	91	80
0.0	0.0	NA	0.0	-1.0	pass	92	80
0.0	0.0	NA	0.0	-1.0	fail	93	80
0.0	0.0	NA	0.0	-1.0	pass	94	80
0.0	0.0	NA	0.0	-1.0	fail	95	80
106.0	107.0	reason	2.0	1.0	NA	96	80
0.0	0.0	NA	0.0	-1.0	pass	97	80
108.0	109.0	Dalc	0.125	1.0	NA	98	80
0.0	0.0	NA	0.0	-1.0	pass	99	80
0.0	0.0	NA	0.0	-1.0	fail	100	80
0.0	0.0	NA	0.0	-1.0	pass	101	80
110.0	111.0	Fedu	0.875	1.0	NA	102	80
0.0	0.0	NA	0.0	-1.0	fail	103	80
0.0	0.0	NA	0.0	-1.0	pass	104	80
0.0	0.0	NA	0.0	-1.0	fail	105	80
0.0	0.0	NA	0.0	-1.0	fail	106	80
0.0	0.0	NA	0.0	-1.0	pass	107	80
0.0	0.0	NA	0.0	-1.0	fail	108	80
0.0	0.0	NA	0.0	-1.0	pass	109	80
0.0	0.0	NA	0.0	-1.0	fail	110	80
0.0	0.0	NA	0.0	-1.0	pass	111	80
2.0	3.0	famsup	1.0	1.0	NA	1	81
4.0	5.0	G2	0.5	1.0	NA	2	81
6.0	7.0	G1	0.46875	1.0	NA	3	81
8.0	9.0	internet	1.0	1.0	NA	4	81
0.0	0.0	NA	0.0	-1.0	pass	5	81
10.0	11.0	age	0.21428571428571427	1.0	NA	6	81
12.0	13.0	reason	1.0	1.0	NA	7	81
0.0	0.0	NA	0.0	-1.0	fail	8	81
14.0	15.0	G2	0.4473684210526315	1.0	NA	9	81
16.0	17.0	G2	0.5	1.0	NA	10	81
18.0	19.0	absences	0.16666666666666669	1.0	NA	11	81
20.0	21.0	romantic	1.0	1.0	NA	12	81
22.0	23.0	G1	0.53125	1.0	NA	13	81
24.0	25.0	Medu	0.375	1.0	NA	14	81
26.0	27.0	G1	0.46875	1.0	NA	15	81
28.0	29.0	freetime	0.375	1.0	NA	16	81
30.0	31.0	absences	0.04	1.0	NA	17	81
32.0	33.0	Walc	0.875	1.0	NA	18	81
0.0	0.0	NA	0.0	-1.0	fail	19	81
0.0	0.0	NA	0.0	-1.0	pass	20	81
34.0	35.0	Mjob	8.0	1.0	NA	21	81
36.0	37.0	goout	0.875	1.0	NA	22	81
0.0	0.0	NA	0.0	-1.0	pass	23	81
38.0	39.0	G1	0.28125	1.0	NA	24	81
0.0	0.0	NA	0.0	-1.0	fail	25	81
40.0	41.0	studytime	0.6666666666666666	1.0	NA	26	81
0.0	0.0	NA	0.0	-1.0	pass	27	81
0.0	0.0	NA	0.0	-1.0	fail	28	81
42.0	43.0	Walc	0.625	1.0	NA	29	81
44.0	45.0	Fjob	1.0	1.0	NA	30	81
0.0	0.0	NA	0.0	-1.0	pass	31	81
46.0	47.0	studytime	0.5	1.0	NA	32	81
0.0	0.0	NA	0.0	-1.0	pass	33	81
48.0	49.0	G2	0.3157894736842105	1.0	NA	34	81
50.0	51.0	Fjob	4.0	1.0	NA	35	81
0.0	0.0	NA	0.0	-1.0	pass	36	81
0.0	0.0	NA	0.0	-1.0	fail	37	81
0.0	0.0	NA	0.0	-1.0	fail	38	81
0.0	0.0	NA	0.0	-1.0	fail	39	81
52.0	53.0	health	0.875	1.0	NA	40	81
0.0	0.0	NA	0.0	-1.0	fail	41	81
54.0	55.0	health	0.125	1.0	NA	42	81
56.0	57.0	absences	0.12	1.0	NA	43	81
0.0	0.0	NA	0.0	-1.0	fail	44	81
0.0	0.0	NA	0.0	-1.0	pass	45	81
58.0	59.0	goout	0.125	1.0	NA	46	81
0.0	0.0	NA	0.0	-1.0	fail	47	81
0.0	0.0	NA	0.0	-1.0	fail	48	81
0.0	0.0	NA	0.0	-1.0	pass	49	81
0.0	0.0	NA	0.0	-1.0	fail	50	81
0.0	0.0	NA	0.0	-1.0	pass	51	81
0.0	0.0	NA	0.0	-1.0	pass	52	81
60.0	61.0	Dalc	0.125	1.0	NA	53	81
0.0	0.0	NA	0.0	-1.0	pass	54	81
62.0	63.0	absences	0.04	1.0	NA	55	81
64.0	65.0	absences	0.05333333333333334	1.0	NA	56	81
0.0	0.0	NA	0.0	-1.0	fail	57	81
0.0	0.0	NA	0.0	-1.0	pass	58	81
66.0	67.0	reason	2.0	1.0	NA	59	81
0.0	0.0	NA	0.0	-1.0	fail	60	81
0.0	0.0	NA	0.0	-1.0	pass	61	81
68.0	69.0	Mjob	4.0	1.0	NA	62	81
0.0	0.0	NA	0.0	-1.0	fail	63	81
0.0	0.0	NA	0.0	-1.0	fail	64	81
0.0	0.0	NA	0.0	-1.0	pass	65	81
0.0	0.0	NA	0.0	-1.0	fail	66	81
70.0	71.0	romantic	1.0	1.0	NA	67	81
72.0	73.0	Medu	0.625	1.0	NA	68	81
0.0	0.0	NA	0.0	-1.0	fail	69	81
74.0	75.0	G2	0.5263157894736842	1.0	NA	70	81
0.0	0.0	NA	0.0	-1.0	pass	71	81
76.0	77.0	studytime	0.16666666666666666	1.0	NA	72	81
0.0	0.0	NA	0.0	-1.0	fail	73	81
0.0	0.0	NA	0.0	-1.0	fail	74	81
0.0	0.0	NA	0.0	-1.0	pass	75	81
0.0	0.0	NA	0.0	-1.0	fail	76	81
0.0	0.0	NA	0.0	-1.0	pass	77	81
2.0	3.0	G2	0.5	1.0	NA	1	82
4.0	5.0	absences	0.04666666666666667	1.0	NA	2	82
6.0	7.0	schoolsup	1.0	1.0	NA	3	82
8.0	9.0	Fedu	0.875	1.0	NA	4	82
10.0	11.0	goout	0.875	1.0	NA	5	82
12.0	13.0	Mjob	14.0	1.0	NA	6	82
14.0	15.0	Medu	0.375	1.0	NA	7	82
16.0	17.0	health	0.125	1.0	NA	8	82
18.0	19.0	G1	0.40625	1.0	NA	9	82
20.0	21.0	reason	6.0	1.0	NA	10	82
22.0	23.0	Dalc	0.125	1.0	NA	11	82
24.0	25.0	goout	0.625	1.0	NA	12	82
26.0	27.0	absences	0.013333333333333334	1.0	NA	13	82
28.0	29.0	Fedu	0.375	1.0	NA	14	82
0.0	0.0	NA	0.0	-1.0	pass	15	82
30.0	31.0	freetime	0.625	1.0	NA	16	82
32.0	33.0	Fedu	0.375	1.0	NA	17	82
0.0	0.0	NA	0.0	-1.0	pass	18	82
0.0	0.0	NA	0.0	-1.0	fail	19	82
34.0	35.0	G2	0.4473684210526315	1.0	NA	20	82
36.0	37.0	absences	0.12	1.0	NA	21	82
38.0	39.0	G1	0.46875	1.0	NA	22	82
0.0	0.0	NA	0.0	-1.0	fail	23	82
0.0	0.0	NA	0.0	-1.0	pass	24	82
40.0	41.0	Medu	0.875	1.0	NA	25	82
42.0	43.0	age	0.3571428571428571	1.0	NA	26	82
0.0	0.0	NA	0.0	-1.0	pass	27	82
0.0	0.0	NA	0.0	-1.0	pass	28	82
0.0	0.0	NA	0.0	-1.0	fail	29	82
0.0	0.0	NA	0.0	-1.0	fail	30	82
0.0	0.0	NA	0.0	-1.0	pass	31	82
44.0	45.0	absences	0.013333333333333334	1.0	NA	32	82
0.0	0.0	NA	0.0	-1.0	fail	33	82
46.0	47.0	Mjob	1.0	1.0	NA	34	82
48.0	49.0	goout	0.25	1.0	NA	35	82
50.0	51.0	Walc	0.625	1.0	NA	36	82
0.0	0.0	NA	0.0	-1.0	fail	37	82
0.0	0.0	NA	0.0	-1.0	pass	38	82
0.0	0.0	NA	0.0	-1.0	fail	39	82
0.0	0.0	NA	0.0	-1.0	pass	40	82
52.0	53.0	reason	1.0	1.0	NA	41	82
0.0	0.0	NA	0.0	-1.0	pass	42	82
0.0	0.0	NA	0.0	-1.0	fail	43	82
0.0	0.0	NA	0.0	-1.0	fail	44	82
54.0	55.0	famsup	1.0	1.0	NA	45	82
56.0	57.0	absences	0.14666666666666667	1.0	NA	46	82
0.0	0.0	NA	0.0	-1.0	fail	47	82
0.0	0.0	NA	0.0	-1.0	fail	48	82
0.0	0.0	NA	0.0	-1.0	pass	49	82
0.0	0.0	NA	0.0	-1.0	fail	50	82
58.0	59.0	freetime	0.625	1.0	NA	51	82
0.0	0.0	NA	0.0	-1.0	fail	52	82
0.0	0.0	NA	0.0	-1.0	pass	53	82
0.0	0.0	NA	0.0	-1.0	pass	54	82
0.0	0.0	NA	0.0	-1.0	fail	55	82
0.0	0.0	NA	0.0	-1.0	pass	56	82
0.0	0.0	NA	0.0	-1.0	fail	57	82
0.0	0.0	NA	0.0	-1.0	pass	58	82
0.0	0.0	NA	0.0	-1.0	fail	59	82
2.0	3.0	age	0.21428571428571427	1.0	NA	1	83
4.0	5.0	G1	0.40625	1.0	NA	2	83
6.0	7.0	Pstatus	1.0	1.0	NA	3	83
8.0	9.0	goout	0.375	1.0	NA	4	83
10.0	11.0	traveltime	0.16666666666666666	1.0	NA	5	83
12.0	13.0	nursery	1.0	1.0	NA	6	83
14.0	15.0	romantic	1.0	1.0	NA	7	83
16.0	17.0	G1	0.125	1.0	NA	8	83
18.0	19.0	G2	0.4473684210526315	1.0	NA	9	83
20.0	21.0	G2	0.47368421052631576	1.0	NA	10	83
22.0	23.0	famsize	1.0	1.0	NA	11	83
0.0	0.0	NA	0.0	-1.0	fail	12	83
24.0	25.0	freetime	0.875	1.0	NA	13	83
26.0	27.0	activities	1.0	1.0	NA	14	83
28.0	29.0	Dalc	0.125	1.0	NA	15	83
0.0	0.0	NA	0.0	-1.0	fail	16	83
30.0	31.0	G2	0.5	1.0	NA	17	83
0.0	0.0	NA	0.0	-1.0	fail	18	83
32.0	33.0	Pstatus	1.0	1.0	NA	19	83
0.0	0.0	NA	0.0	-1.0	fail	20	83
0.0	0.0	NA	0.0	-1.0	pass	21	83
34.0	35.0	G2	0.21052631578947367	1.0	NA	22	83
36.0	37.0	absences	0.04	1.0	NA	23	83
38.0	39.0	G1	0.4375	1.0	NA	24	83
40.0	41.0	Medu	0.875	1.0	NA	25	83
42.0	43.0	higher	1.0	1.0	NA	26	83
44.0	45.0	reason	7.0	1.0	NA	27	83
46.0	47.0	G1	0.40625	1.0	NA	28	83
48.0	49.0	G1	0.5	1.0	NA	29	83
50.0	51.0	paid	1.0	1.0	NA	30	83
0.0	0.0	NA	0.0	-1.0	pass	31	83
0.0	0.0	NA	0.0	-1.0	pass	32	83
52.0	53.0	address	1.0	1.0	NA	33	83
0.0	0.0	NA	0.0	-1.0	fail	34	83
0.0	0.0	NA	0.0	-1.0	pass	35	83
0.0	0.0	NA	0.0	-1.0	pass	36	83
0.0	0.0	NA	0.0	-1.0	fail	37	83
54.0	55.0	health	0.5	1.0	NA	38	83
0.0	0.0	NA	0.0	-1.0	pass	39	83
0.0	0.0	NA	0.0	-1.0	pass	40	83
0.0	0.0	NA	0.0	-1.0	fail	41	83
0.0	0.0	NA	0.0	-1.0	fail	42	83
56.0	57.0	G2	0.42105263157894735	1.0	NA	43	83
58.0	59.0	paid	1.0	1.0	NA	44	83
60.0	61.0	G1	0.5	1.0	NA	45	83
0.0	0.0	NA	0.0	-1.0	fail	46	83
62.0	63.0	reason	1.0	1.0	NA	47	83
0.0	0.0	NA	0.0	-1.0	fail	48	83
0.0	0.0	NA	0.0	-1.0	pass	49	83
0.0	0.0	NA	0.0	-1.0	fail	50	83
64.0	65.0	studytime	0.6666666666666666	1.0	NA	51	83
0.0	0.0	NA	0.0	-1.0	fail	52	83
66.0	67.0	guardian	1.0	1.0	NA	53	83
0.0	0.0	NA	0.0	-1.0	pass	54	83
0.0	0.0	NA	0.0	-1.0	fail	55	83
0.0	0.0	NA	0.0	-1.0	fail	56	83
0.0	0.0	NA	0.0	-1.0	pass	57	83
68.0	69.0	nursery	1.0	1.0	NA	58	83
70.0	71.0	address	1.0	1.0	NA	59	83
0.0	0.0	NA	0.0	-1.0	fail	60	83
0.0	0.0	NA	0.0	-1.0	pass	61	83
72.0	73.0	health	0.625	1.0	NA	62	83
0.0	0.0	NA	0.0	-1.0	pass	63	83
0.0	0.0	NA	0.0	-1.0	pass	64	83
0.0	0.0	NA	0.0	-1.0	fail	65	83
0.0	0.0	NA	0.0	-1.0	fail	66	83
0.0	0.0	NA	0.0	-1.0	pass	67	83
74.0	75.0	Fedu	0.625	1.0	NA	68	83
76.0	77.0	traveltime	0.5	1.0	NA	69	83
0.0	0.0	NA	0.0	-1.0	pass	70	83
0.0	0.0	NA	0.0	-1.0	fail	71	83
0.0	0.0	NA	0.0	-1.0	fail	72	83
0.0	0.0	NA	0.0	-1.0	pass	73	83
0.0	0.0	NA	0.0	-1.0	pass	74	83
0.0	0.0	NA	0.0	-1.0	fail	75	83
78.0	79.0	Mjob	4.0	1.0	NA	76	83
0.0	0.0	NA	0.0	-1.0	pass	77	83
80.0	81.0	studytime	0.8333333333333333	1.0	NA	78	83
0.0	0.0	NA	0.0	-1.0	fail	79	83
0.0	0.0	NA	0.0	-1.0	pass	80	83
0.0	0.0	NA	0.0	-1.0	fail	81	83
2.0	3.0	G2	0.5	1.0	NA	1	84
4.0	5.0	freetime	0.875	1.0	NA	2	84
6.0	7.0	Mjob	11.0	1.0	NA	3	84
8.0	9.0	Dalc	0.375	1.0	NA	4	84
10.0	11.0	health	0.625	1.0	NA	5	84
0.0	0.0	NA	0.0	-1.0	pass	6	84
12.0	13.0	famsup	1.0	1.0	NA	7	84
14.0	15.0	goout	0.375	1.0	NA	8	84
16.0	17.0	G2	0.4473684210526315	1.0	NA	9	84
18.0	19.0	famsize	1.0	1.0	NA	10	84
20.0	21.0	Fedu	0.375	1.0	NA	11	84
22.0	23.0	health	0.125	1.0	NA	12	84
24.0	25.0	activities	1.0	1.0	NA	13	84
26.0	27.0	Walc	0.625	1.0	NA	14	84
28.0	29.0	paid	1.0	1.0	NA	15	84
0.0	0.0	NA	0.0	-1.0	fail	16	84
30.0	31.0	Mjob	5.0	1.0	NA	17	84
32.0	33.0	Fjob	4.0	1.0	NA	18	84
0.0	0.0	NA	0.0	-1.0	pass	19	84
34.0	35.0	Medu	0.625	1.0	NA	20	84
0.0	0.0	NA	0.0	-1.0	fail	21	84
36.0	37.0	goout	0.625	1.0	NA	22	84
0.0	0.0	NA	0.0	-1.0	pass	23	84
0.0	0.0	NA	0.0	-1.0	pass	24	84
38.0	39.0	failures	0.16666666666666666	1.0	NA	25	84
40.0	41.0	freetime	0.375	1.0	NA	26	84
0.0	0.0	NA	0.0	-1.0	pass	27	84
42.0	43.0	famrel	0.625	1.0	NA	28	84
44.0	45.0	guardian	1.0	1.0	NA	29	84
0.0	0.0	NA	0.0	-1.0	fail	30	84
0.0	0.0	NA	0.0	-1.0	pass	31	84
0.0	0.0	NA	0.0	-1.0	pass	32	84
0.0	0.0	NA	0.0	-1.0	fail	33	84
0.0	0.0	NA	0.0	-1.0	pass	34	84
0.0	0.0	NA	0.0	-1.0	fail	35	84
46.0	47.0	reason	7.0	1.0	NA	36	84
0.0	0.0	NA	0.0	-1.0	pass	37	84
48.0	49.0	health	0.875	1.0	NA	38	84
50.0	51.0	health	0.375	1.0	NA	39	84
0.0	0.0	NA	0.0	-1.0	fail	40	84
52.0	53.0	Fedu	0.625	1.0	NA	41	84
54.0	55.0	nursery	1.0	1.0	NA	42	84
56.0	57.0	failures	0.6666666666666666	1.0	NA	43	84
58.0	59.0	G2	0.39473684210526316	1.0	NA	44	84
60.0	61.0	G2	0.4473684210526315	1.0	NA	45	84
0.0	0.0	NA	0.0	-1.0	pass	46	84
62.0	63.0	G2	0.631578947368421	1.0	NA	47	84
0.0	0.0	NA	0.0	-1.0	pass	48	84
64.0	65.0	romantic	1.0	1.0	NA	49	84
0.0	0.0	NA	0.0	-1.0	fail	50	84
0.0	0.0	NA	0.0	-1.0	pass	51	84
66.0	67.0	romantic	1.0	1.0	NA	52	84
0.0	0.0	NA	0.0	-1.0	fail	53	84
0.0	0.0	NA	0.0	-1.0	fail	54	84
68.0	69.0	address	1.0	1.0	NA	55	84
0.0	0.0	NA	0.0	-1.0	fail	56	84
70.0	71.0	famrel	0.875	1.0	NA	57	84
0.0	0.0	NA	0.0	-1.0	fail	58	84
0.0	0.0	NA	0.0	-1.0	pass	59	84
0.0	0.0	NA	0.0	-1.0	fail	60	84
72.0	73.0	internet	1.0	1.0	NA	61	84
0.0	0.0	NA	0.0	-1.0	fail	62	84
0.0	0.0	NA	0.0	-1.0	pass	63	84
0.0	0.0	NA	0.0	-1.0	pass	64	84
74.0	75.0	Medu	0.75	1.0	NA	65	84
76.0	77.0	traveltime	0.16666666666666666	1.0	NA	66	84
0.0	0.0	NA	0.0	-1.0	fail	67	84
78.0	79.0	failures	0.3333333333333333	1.0	NA	68	84
0.0	0.0	NA	0.0	-1.0	fail	69	84
0.0	0.0	NA	0.0	-1.0	fail	70	84
80.0	81.0	Mjob	1.0	1.0	NA	71	84
0.0	0.0	NA	0.0	-1.0	pass	72	84
82.0	83.0	absences	0.05333333333333334	1.0	NA	73	84
0.0	0.0	NA	0.0	-1.0	pass	74	84
84.0	85.0	G1	0.46875	1.0	NA	75	84
86.0	87.0	Walc	0.25	1.0	NA	76	84
0.0	0.0	NA	0.0	-1.0	fail	77	84
0.0	0.0	NA	0.0	-1.0	pass	78	84
0.0	0.0	NA	0.0	-1.0	fail	79	84
0.0	0.0	NA	0.0	-1.0	pass	80	84
0.0	0.0	NA	0.0	-1.0	fail	81	84
0.0	0.0	NA	0.0	-1.0	fail	82	84
88.0	89.0	Fedu	0.875	1.0	NA	83	84
0.0	0.0	NA	0.0	-1.0	fail	84	84
0.0	0.0	NA	0.0	-1.0	pass	85	84
90.0	91.0	Mjob	2.0	1.0	NA	86	84
0.0	0.0	NA	0.0	-1.0	pass	87	84
0.0	0.0	NA	0.0	-1.0	pass	88	84
0.0	0.0	NA	0.0	-1.0	fail	89	84
0.0	0.0	NA	0.0	-1.0	fail	90	84
0.0	0.0	NA	0.0	-1.0	pass	91	84
2.0	3.0	absences	0.18	1.0	NA	1	85
4.0	5.0	failures	0.16666666666666666	1.0	NA	2	85
6.0	7.0	famrel	0.875	1.0	NA	3	85
8.0	9.0	age	0.3571428571428571	1.0	NA	4	85
10.0	11.0	Fjob	5.0	1.0	NA	5	85
12.0	13.0	G2	0.5	1.0	NA	6	85
14.0	15.0	Mjob	4.0	1.0	NA	7	85
16.0	17.0	Medu	0.875	1.0	NA	8	85
18.0	19.0	nursery	1.0	1.0	NA	9	85
20.0	21.0	goout	0.625	1.0	NA	10	85
22.0	23.0	goout	0.375	1.0	NA	11	85
0.0	0.0	NA	0.0	-1.0	fail	12	85
0.0	0.0	NA	0.0	-1.0	pass	13	85
0.0	0.0	NA	0.0	-1.0	fail	14	85
24.0	25.0	failures	0.5	1.0	NA	15	85
26.0	27.0	Fjob	8.0	1.0	NA	16	85
28.0	29.0	schoolsup	1.0	1.0	NA	17	85
30.0	31.0	romantic	1.0	1.0	NA	18	85
32.0	33.0	reason	1.0	1.0	NA	19	85
